Section,Key,Context / Where it shows,English,Norwegian (current),Notes for Rami
nutrition,nutrition.phase,"Nutrition tab — daily targets, meal logging, water",Hypertrophy,Hypertrofi,
nutrition,nutrition.weekProgress,"Nutrition tab — daily targets, meal logging, water",{{current}}/{{total}},{{current}}/{{total}},
nutrition,nutrition.weekLabel,"Nutrition tab — daily targets, meal logging, water",Week,Uke,
nutrition,nutrition.dailyTargets,"Nutrition tab — daily targets, meal logging, water",Daily Targets,Daglige mål,
nutrition,nutrition.caloriesUnit,"Nutrition tab — daily targets, meal logging, water",kCal,kcal,
nutrition,nutrition.proteinLabel,"Nutrition tab — daily targets, meal logging, water",Protein,Protein,
nutrition,nutrition.carbsLabel,"Nutrition tab — daily targets, meal logging, water",Carbs,Karbohydrater,
nutrition,nutrition.fatsLabel,"Nutrition tab — daily targets, meal logging, water",Fats,Fett,
nutrition,nutrition.gramsLeft,"Nutrition tab — daily targets, meal logging, water",{{value}}g left,{{value}}g igjen,
nutrition,nutrition.mealsTitle,"Nutrition tab — daily targets, meal logging, water",Meals Logs & Suggestions,Måltidslogger og forslag,
nutrition,nutrition.logMeal,"Nutrition tab — daily targets, meal logging, water",Log Meal,Logg måltid,
nutrition,nutrition.suggestedTag,"Nutrition tab — daily targets, meal logging, water",{{meal}} • Suggested,{{meal}} • Foreslått,
nutrition,nutrition.asPerPlanTag,"Nutrition tab — daily targets, meal logging, water",{{meal}} • As per plan,{{meal}} • Som planlagt,
nutrition,nutrition.customAddedTag,"Nutrition tab — daily targets, meal logging, water",{{meal}} • Custom added,{{meal}} • Egendefinert,
nutrition,nutrition.notAdded,"Nutrition tab — daily targets, meal logging, water",Not added,Ikke lagt til,
nutrition,nutrition.breakfast,"Nutrition tab — daily targets, meal logging, water",Breakfast,Frokost,
nutrition,nutrition.lunch,"Nutrition tab — daily targets, meal logging, water",Lunch,Lunsj,
nutrition,nutrition.snack,"Nutrition tab — daily targets, meal logging, water",Snack,Snack,
nutrition,nutrition.eveningSnack,"Nutrition tab — daily targets, meal logging, water",Evening Snack,Kveldssnack,
nutrition,nutrition.dinner,"Nutrition tab — daily targets, meal logging, water",Dinner,Middag,
nutrition,nutrition.preWorkout,"Nutrition tab — daily targets, meal logging, water",Pre-workout,Før trening,
nutrition,nutrition.postWorkout,"Nutrition tab — daily targets, meal logging, water",Post-workout,Etter trening,
nutrition,nutrition.cheatMeal,"Nutrition tab — daily targets, meal logging, water",Cheat Meal,Snyttekost,
nutrition,nutrition.phaseHypertrophy,"Nutrition tab — daily targets, meal logging, water",Hypertrophy,Hypertrofi,
nutrition,nutrition.phaseStrength,"Nutrition tab — daily targets, meal logging, water",Strength,Styrke,
nutrition,nutrition.phasePeak,"Nutrition tab — daily targets, meal logging, water",Peak,Peak,
nutrition,nutrition.waterConsumption,"Nutrition tab — daily targets, meal logging, water",Water consumption today,Vanninntak i dag,
nutrition,nutrition.waterValue,"Nutrition tab — daily targets, meal logging, water",{{value}} ml,{{value}} ml,
nutrition,nutrition.waterIncrement,"Nutrition tab — daily targets, meal logging, water",{{value}}ml,{{value}} ml,
nutrition,nutrition.glassesProgress,"Nutrition tab — daily targets, meal logging, water",{{current}}/{{total}} glasses,{{current}}/{{total}} glass,
nutrition,nutrition.dailyGoalLiters,"Nutrition tab — daily targets, meal logging, water",Daily goal,Daglig mål,
nutrition,nutrition.dailyGoalLitersValue,"Nutrition tab — daily targets, meal logging, water",{{value}}L,{{value}}L,
nutrition,nutrition.logMealSheet.title,"Nutrition tab — daily targets, meal logging, water",Log Meal,Logg måltid,
nutrition,nutrition.logMealSheet.tags,"Nutrition tab — daily targets, meal logging, water",Tags,Etiketter,
nutrition,nutrition.logMealSheet.itemsInMeal,"Nutrition tab — daily targets, meal logging, water",Items in this meal,Elementer i dette måltidet,
nutrition,nutrition.logMealSheet.itemName,"Nutrition tab — daily targets, meal logging, water",Item Name,Navn på element,
nutrition,nutrition.logMealSheet.itemNamePlaceholder,"Nutrition tab — daily targets, meal logging, water",e.g. Grilled Chicken,f.eks. Grillet kylling,
nutrition,nutrition.logMealSheet.servingSize,"Nutrition tab — daily targets, meal logging, water",Serving Size,Porsjonsstørrelse,
nutrition,nutrition.logMealSheet.servingSizePlaceholder,"Nutrition tab — daily targets, meal logging, water",e.g. 200,f.eks. 200,
nutrition,nutrition.logMealSheet.units,"Nutrition tab — daily targets, meal logging, water",Units,Enheter,
nutrition,nutrition.logMealSheet.unitsPlaceholder,"Nutrition tab — daily targets, meal logging, water",Select Units,Velg enheter,
nutrition,nutrition.logMealSheet.addItem,"Nutrition tab — daily targets, meal logging, water",Add Item to meal,Legg til element,
nutrition,nutrition.logMealSheet.updateItem,"Nutrition tab — daily targets, meal logging, water",Update Item,Oppdater element,
nutrition,nutrition.logMealSheet.addComments,"Nutrition tab — daily targets, meal logging, water",Add Comments,Legg til kommentar,
nutrition,nutrition.logMealSheet.commentsPlaceholder,"Nutrition tab — daily targets, meal logging, water",Write your thoughts...,Skriv tankene dine...,
nutrition,nutrition.logMealSheet.saveMeal,"Nutrition tab — daily targets, meal logging, water",Save Meal,Lagre måltid,
progress,progress.title,"Progress tab — stats, leaderboard, PRs, weight, photos",Progress,Fremgang,
progress,progress.eyebrow,"Progress tab — stats, leaderboard, PRs, weight, photos",track how you're improving,spor hvordan du forbedrer deg,
progress,progress.statsWorkouts,"Progress tab — stats, leaderboard, PRs, weight, photos",Workouts,Økter,
progress,progress.statsEraPoints,"Progress tab — stats, leaderboard, PRs, weight, photos",ERA Points,ERA-poeng,
progress,progress.statsDayStreak,"Progress tab — stats, leaderboard, PRs, weight, photos",Day Streak,Dagsrekke,
progress,progress.leaderboard,"Progress tab — stats, leaderboard, PRs, weight, photos",Leaderboard,Topplisten,
progress,progress.leaderboardEyebrow,"Progress tab — stats, leaderboard, PRs, weight, photos",see how you rank this week,se hvordan du rangerer denne uken,
progress,progress.leaderboardYou,"Progress tab — stats, leaderboard, PRs, weight, photos",You,Deg,
progress,progress.leaderboardEmpty,"Progress tab — stats, leaderboard, PRs, weight, photos",No one's earned points yet — be the first.,Ingen har tjent poeng enda – bli den første.,
progress,progress.leaderboardError,"Progress tab — stats, leaderboard, PRs, weight, photos",Couldn't load leaderboard. Pull to refresh.,Kunne ikke laste topplisten. Dra ned for å oppdatere.,
progress,progress.leaderboardPtsLabel,"Progress tab — stats, leaderboard, PRs, weight, photos",{{count}} pts,{{count}} p,
progress,progress.leaderboardUnranked,"Progress tab — stats, leaderboard, PRs, weight, photos",Unranked,Ikke rangert,
progress,progress.historyTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",History,Historikk,
progress,progress.phaseHypertrophy,"Progress tab — stats, leaderboard, PRs, weight, photos",Hypertrophy,Hypertrofi,
progress,progress.phaseStrength,"Progress tab — stats, leaderboard, PRs, weight, photos",Strength,Styrke,
progress,progress.phasePeak,"Progress tab — stats, leaderboard, PRs, weight, photos",Peak,Topp,
progress,progress.dayStreakLabel,"Progress tab — stats, leaderboard, PRs, weight, photos",Day Streak,Dagsrekke,
progress,progress.personalBest,"Progress tab — stats, leaderboard, PRs, weight, photos",Personal Best,Personlig beste,
progress,progress.personalBestValue,"Progress tab — stats, leaderboard, PRs, weight, photos",{{count}} days,{{count}} dager,
progress,progress.prsTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",PRs,PR-er,
progress,progress.viewAll,"Progress tab — stats, leaderboard, PRs, weight, photos",View All,Vis alle,
progress,progress.latestPr,"Progress tab — stats, leaderboard, PRs, weight, photos",Latest pr,Siste PR,
progress,progress.prDate,"Progress tab — stats, leaderboard, PRs, weight, photos",PR Date,PR-dato,
progress,progress.prDelta,"Progress tab — stats, leaderboard, PRs, weight, photos",+{{value}} {{unit}} from previous record,+{{value}} {{unit}} fra forrige rekord,
progress,progress.prsBanner,"Progress tab — stats, leaderboard, PRs, weight, photos",You've nailed {{count}} PRs this week!,Du har satt {{count}} PR-er denne uken!,
progress,progress.weekLabel,"Progress tab — stats, leaderboard, PRs, weight, photos",Week {{week}} • {{date}},Uke {{week}} • {{date}},
progress,progress.prsEmptyTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",No PRs yet,Ingen PR-er enda,
progress,progress.prsEmptySubtitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Lift heavier than last time to set your first record.,Løft tyngre enn forrige gang for å sette din første rekord.,
progress,progress.categoryCompound,"Progress tab — stats, leaderboard, PRs, weight, photos",Compound,Sammensatt,
progress,progress.categoryIsolation,"Progress tab — stats, leaderboard, PRs, weight, photos",Isolation,Isolasjon,
progress,progress.categoryCore,"Progress tab — stats, leaderboard, PRs, weight, photos",Core,Kjerne,
progress,progress.categoryCardio,"Progress tab — stats, leaderboard, PRs, weight, photos",Cardio,Kondisjon,
progress,progress.categoryWarmup,"Progress tab — stats, leaderboard, PRs, weight, photos",Warm-up,Oppvarming,
progress,progress.categoryCooldown,"Progress tab — stats, leaderboard, PRs, weight, photos",Cool-down,Nedtrapping,
progress,progress.weightTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Weight,Vekt,
progress,progress.logWeight,"Progress tab — stats, leaderboard, PRs, weight, photos",Log Weight,Logg vekt,
progress,progress.weightCurrent,"Progress tab — stats, leaderboard, PRs, weight, photos",Current,Nåværende,
progress,progress.weightHeaviest,"Progress tab — stats, leaderboard, PRs, weight, photos",Heaviest,Tyngst,
progress,progress.weightLightest,"Progress tab — stats, leaderboard, PRs, weight, photos",Lightest,Letteste,
progress,progress.weightBanner,"Progress tab — stats, leaderboard, PRs, weight, photos",Great Job! Consistency is the key. You're mastering it.,Bra jobbet! Konsistens er nøkkelen. Du mestrer det.,
progress,progress.bmi,"Progress tab — stats, leaderboard, PRs, weight, photos",BMI,BMI,
progress,progress.height,"Progress tab — stats, leaderboard, PRs, weight, photos",Height,Høyde,
progress,progress.transformationTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Your Transformation,Din transformasjon,
progress,progress.photosCount,"Progress tab — stats, leaderboard, PRs, weight, photos",{{count}} Photos,{{count}} bilder,
progress,progress.addNewPhoto,"Progress tab — stats, leaderboard, PRs, weight, photos",Add New Photo,Legg til nytt bilde,
progress,progress.addFirstPhoto,"Progress tab — stats, leaderboard, PRs, weight, photos",Add your First Photo,Legg til ditt første bilde,
progress,progress.prHistory.title,"Progress tab — stats, leaderboard, PRs, weight, photos",PR History,PR-historikk,
progress,progress.prHistory.eyebrow,"Progress tab — stats, leaderboard, PRs, weight, photos",personal record,personlig rekord,
progress,progress.prHistory.exercises,"Progress tab — stats, leaderboard, PRs, weight, photos",Exercises,Øvelser,
progress,progress.prHistory.sectionTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",PR History,PR-historikk,
progress,progress.prHistory.meta,"Progress tab — stats, leaderboard, PRs, weight, photos",{{sets}} Set • {{reps}} Reps,{{sets}} sett • {{reps}} reps,
progress,progress.prHistory.emptyTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",No PRs yet,Ingen PR-er enda,
progress,progress.prHistory.emptySubtitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Lift heavier than last time to set your first record.,Løft tyngre enn forrige gang for å sette din første rekord.,
progress,progress.logWeightSheet.title,"Progress tab — stats, leaderboard, PRs, weight, photos",Log Weight,Logg vekt,
progress,progress.logWeightSheet.cta,"Progress tab — stats, leaderboard, PRs, weight, photos",Log Weight,Logg vekt,
progress,progress.logWeightSheet.unitKg,"Progress tab — stats, leaderboard, PRs, weight, photos",Kg,Kg,
progress,progress.logWeightSheet.unitLbs,"Progress tab — stats, leaderboard, PRs, weight, photos",Lbs,Lbs,
progress,progress.logHeightSheet.title,"Progress tab — stats, leaderboard, PRs, weight, photos",Update Height,Oppdater høyde,
progress,progress.logHeightSheet.cta,"Progress tab — stats, leaderboard, PRs, weight, photos",Update Height,Oppdater høyde,
progress,progress.logHeightSheet.unitCm,"Progress tab — stats, leaderboard, PRs, weight, photos",Cm,Cm,
progress,progress.logHeightSheet.unitFt,"Progress tab — stats, leaderboard, PRs, weight, photos",Ft,Ft,
progress,progress.addPhoto.title,"Progress tab — stats, leaderboard, PRs, weight, photos",Add Photo,Legg til bilde,
progress,progress.addPhoto.clickPhoto,"Progress tab — stats, leaderboard, PRs, weight, photos",Click Photo,Ta bilde,
progress,progress.addPhoto.uploadGallery,"Progress tab — stats, leaderboard, PRs, weight, photos",Upload from Gallery,Last opp fra galleri,
progress,progress.addPhoto.uploadedWithPoints,"Progress tab — stats, leaderboard, PRs, weight, photos",Photo saved · +{{points}} pts,Bilde lagret · +{{points}} p,
progress,progress.addPhoto.uploadedNoPoints,"Progress tab — stats, leaderboard, PRs, weight, photos",Photo saved · daily bonus already claimed,Bilde lagret · daglig bonus allerede mottatt,
progress,progress.addPhoto.uploadFailed,"Progress tab — stats, leaderboard, PRs, weight, photos",Upload failed. Please try again.,Opplasting mislyktes. Prøv igjen.,
progress,progress.addPhoto.permission.cameraTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Camera access needed,Kameratilgang kreves,
progress,progress.addPhoto.permission.cameraMessage,"Progress tab — stats, leaderboard, PRs, weight, photos",Enable camera access in Settings to capture progress photos.,Aktiver kameratilgang i Innstillinger for å ta fremgangsbilder.,
progress,progress.addPhoto.permission.galleryTitle,"Progress tab — stats, leaderboard, PRs, weight, photos",Photo library access needed,Tilgang til bildebibliotek kreves,
progress,progress.addPhoto.permission.galleryMessage,"Progress tab — stats, leaderboard, PRs, weight, photos",Enable photo library access in Settings to upload progress photos.,Aktiver tilgang til bildebibliotek i Innstillinger for å laste opp fremgangsbilder.,
progress,progress.photoPreview.uploaded,"Progress tab — stats, leaderboard, PRs, weight, photos",Uploaded ,Lastet opp ,
progress,progress.photoPreview.download,"Progress tab — stats, leaderboard, PRs, weight, photos",Download,Last ned,
progress,progress.photoPreview.delete,"Progress tab — stats, leaderboard, PRs, weight, photos",Delete,Slett,
progress,progress.photoPreview.deleted,"Progress tab — stats, leaderboard, PRs, weight, photos",Photo deleted,Bilde slettet,
progress,progress.photoPreview.deleteFailed,"Progress tab — stats, leaderboard, PRs, weight, photos",Couldn't delete photo. Please try again.,Kunne ikke slette bildet. Prøv igjen.,
weights,weights.title,Weights tab — exercise weight progression,Weights,Vekter,
weights,weights.eyebrow,Weights tab — exercise weight progression,track your progression,spor din fremgang,
weights,weights.phase,Weights tab — exercise weight progression,Hypertrophy,Hypertrofi,
weights,weights.dayMonday,Weights tab — exercise weight progression,Monday,Mandag,
weights,weights.dayPushHeavy,Weights tab — exercise weight progression,Push - Heavy,Push - Tung,
weights,weights.exerciseCount,Weights tab — exercise weight progression,{{count}} Exercises,{{count}} Øvelser,
weights,weights.loading,Weights tab — exercise weight progression,Loading weights...,Laster vekter...,
weights,weights.error,Weights tab — exercise weight progression,Unable to load weights.,Kunne ikke laste vekter.,
weights,weights.empty.title,Weights tab — exercise weight progression,No data yet,Ingen data ennå,
weights,weights.empty.subtitle,Weights tab — exercise weight progression,Log your first set to see weights here.,Logg ditt første sett for å se vekter her.,
history,history.sessionHistory,Exercise history screen,Session History,Økthistorikk,
history,history.sessionsCount,Exercise history screen,{{count}} Sessions,{{count}} Økter,
history,history.stats.current,Exercise history screen,Current,Nåværende,
history,history.stats.heaviest,Exercise history screen,Heaviest,Tyngste,
history,history.stats.lightest,Exercise history screen,Lightest,Letteste,
history,history.stats.longest,Exercise history screen,Longest,Lengste,
history,history.stats.shortest,Exercise history screen,Shortest,Korteste,
history,history.successBanner,Exercise history screen,Great Job! Consistency is the key. You're mastering it.,Bra jobba! Kontinuitet er nøkkelen. Du mestrer det.,
history,history.weekLabel,Exercise history screen,Week {{number}},Uke {{number}},
history,history.chartWeekTick,Exercise history screen,W{{number}},U{{number}},
history,history.chartSetTick,Exercise history screen,S{{number}},S{{number}},
history,history.chartUnitKg,Exercise history screen,KG,KG,
history,history.chartUnitSec,Exercise history screen,SECS,SEK,
history,history.entryDateLabel,Exercise history screen,Week {{week}} • {{date}},Uke {{week}} • {{date}},
history,history.loading,Exercise history screen,Loading history...,Laster historikk...,
history,history.error,Exercise history screen,Unable to load exercise history.,Kunne ikke laste øvelseshistorikk.,
history,history.empty.title,Exercise history screen,No history yet,Ingen historikk ennå,
history,history.empty.subtitle,Exercise history screen,Log this exercise to start building your history.,Logg denne øvelsen for å begynne å bygge historikk.,
workout,workout.ui.greeting,"Workout screens — plan, set logging, session complete, rest timer","Hi,","Hei,",
workout,workout.ui.readyTitle,"Workout screens — plan, set logging, session complete, rest timer",Ready to train today?,Klar for trening i dag?,
workout,workout.ui.points,"Workout screens — plan, set logging, session complete, rest timer",{{count}} pts,{{count}} poeng,
workout,workout.ui.streak,"Workout screens — plan, set logging, session complete, rest timer",{{count}}D streak,{{count}}D rekke,
workout,workout.ui.workoutPlan,"Workout screens — plan, set logging, session complete, rest timer",Workout Plan,Treningsplan,
workout,workout.ui.todaysWorkout,"Workout screens — plan, set logging, session complete, rest timer",Today's Workout,Dagens økt,
workout,workout.ui.start,"Workout screens — plan, set logging, session complete, rest timer",Start,Start,
workout,workout.ui.startNow,"Workout screens — plan, set logging, session complete, rest timer",Start Now,Start nå,
workout,workout.ui.resumeWorkout,"Workout screens — plan, set logging, session complete, rest timer",Resume Workout,Fortsett økt,
workout,workout.ui.startAgain,"Workout screens — plan, set logging, session complete, rest timer",Start Again,Start på nytt,
workout,workout.ui.exercisesLabel,"Workout screens — plan, set logging, session complete, rest timer",exercises,øvelser,
workout,workout.ui.minutesLabel,"Workout screens — plan, set logging, session complete, rest timer",minutes,minutter,
workout,workout.ui.edit,"Workout screens — plan, set logging, session complete, rest timer",Edit,Rediger,
workout,workout.ui.initialWeight,"Workout screens — plan, set logging, session complete, rest timer",Initial WT.,Startvekt,
workout,workout.ui.suggestedWeight,"Workout screens — plan, set logging, session complete, rest timer",Suggested WT.,Foreslått vekt,
workout,workout.ui.weekLabel,"Workout screens — plan, set logging, session complete, rest timer",Week {{number}},Uke {{number}},
workout,workout.ui.weekBadge,"Workout screens — plan, set logging, session complete, rest timer",W{{number}},U{{number}},
workout,workout.ui.dayLabel,"Workout screens — plan, set logging, session complete, rest timer",Day {{number}},Dag {{number}},
workout,workout.ui.daysCount,"Workout screens — plan, set logging, session complete, rest timer",{{completed}}/{{total}} Days,{{completed}}/{{total}} dager,
workout,workout.ui.weekInitialNote,"Workout screens — plan, set logging, session complete, rest timer",The initial days will be adjusted in the 4th week,De første dagene justeres i uke 4,
workout,workout.ui.weekAdjustedNote,"Workout screens — plan, set logging, session complete, rest timer",Initial Days of Week 1 are adjusted here.,De første dagene fra uke 1 justeres her.,
workout,workout.ui.rolledOverDays,"Workout screens — plan, set logging, session complete, rest timer",Rolled Over Days,Overførte dager,
workout,workout.ui.adjustmentTitle,"Workout screens — plan, set logging, session complete, rest timer",Built Around You,Tilpasset deg,
workout,workout.ui.adjustmentMessage,"Workout screens — plan, set logging, session complete, rest timer","Since you started mid-week, the days before your start date have been shifted to Week 4 to keep your program whole.","Siden du startet midt i uken, er dagene før startdatoen flyttet til uke 4 for å holde programmet komplett.",
workout,workout.ui.adjustmentWeek4Title,"Workout screens — plan, set logging, session complete, rest timer",Nothing Left Behind,Ingenting gått tapt,
workout,workout.ui.adjustmentWeek4Message,"Workout screens — plan, set logging, session complete, rest timer","You started mid-week, so the initial days from Week 1 are added here — after your regular 7 days.","Du startet midt i uken, så de første dagene fra uke 1 er lagt til her — etter dine vanlige 7 dager.",
workout,workout.ui.noWorkoutLogged,"Workout screens — plan, set logging, session complete, rest timer",No workout was logged for this day.,Ingen treningsøkt ble logget for denne dagen.,
workout,workout.ui.skipped,"Workout screens — plan, set logging, session complete, rest timer",Skipped,Hoppet over,
workout,workout.ui.setsLabel,"Workout screens — plan, set logging, session complete, rest timer",sets,sett,
workout,workout.ui.comment,"Workout screens — plan, set logging, session complete, rest timer",Comment,Kommentar,
workout,workout.ui.loadingWorkout,"Workout screens — plan, set logging, session complete, rest timer",Loading workout...,Laster treningsøkt...,
workout,workout.ui.unableToLoadWorkout,"Workout screens — plan, set logging, session complete, rest timer",Unable to load workout.,Kunne ikke laste treningsøkten.,
workout,workout.ui.startingIn,"Workout screens — plan, set logging, session complete, rest timer",{{exercise}} starting in,{{exercise}} starter om,
workout,workout.ui.exerciseProgress,"Workout screens — plan, set logging, session complete, rest timer",{{current}}/{{total}} Exercises,{{current}}/{{total}} øvelser,
workout,workout.ui.sessionTime,"Workout screens — plan, set logging, session complete, rest timer",Session Time,Økttid,
workout,workout.ui.endWorkoutTitle,"Workout screens — plan, set logging, session complete, rest timer",End workout?,Avslutt økten?,
workout,workout.ui.endWorkoutBody,"Workout screens — plan, set logging, session complete, rest timer",You’re almost done. Do you want to end your workout now?,Du er nesten ferdig. Vil du avslutte økten nå?,
workout,workout.ui.endWorkoutSubtext,"Workout screens — plan, set logging, session complete, rest timer","Your progress will be saved, and today’s workout will be marked as complete.","Fremgangen din lagres, og dagens økt markeres som fullført.",
workout,workout.ui.endWorkout,"Workout screens — plan, set logging, session complete, rest timer",End Workout,Avslutt økten,
workout,workout.ui.keepGoing,"Workout screens — plan, set logging, session complete, rest timer",Keep Going,Fortsett,
workout,workout.ui.setLabel,"Workout screens — plan, set logging, session complete, rest timer",Set {{number}},Sett {{number}},
workout,workout.ui.bestSet,"Workout screens — plan, set logging, session complete, rest timer",Best Set,Beste sett,
workout,workout.ui.lastSet,"Workout screens — plan, set logging, session complete, rest timer",Last Set,Forrige sett,
workout,workout.ui.repsFormat,"Workout screens — plan, set logging, session complete, rest timer",{{weight}} x {{reps}} Reps,{{weight}} x {{reps}} reps,
workout,workout.ui.feedbackTitle,"Workout screens — plan, set logging, session complete, rest timer",How did the set feel?,Hvordan føltes settet?,
workout,workout.ui.feedbackSubtitle,"Workout screens — plan, set logging, session complete, rest timer",Weight for the next set will be adjusted accordingly.,Vekten for neste sett justeres deretter.,
workout,workout.ui.feedbackLight,"Workout screens — plan, set logging, session complete, rest timer",Light Weight,Lett vekt,
workout,workout.ui.feedbackCorrect,"Workout screens — plan, set logging, session complete, rest timer",Correct Weight,Riktig vekt,
workout,workout.ui.feedbackHeavy,"Workout screens — plan, set logging, session complete, rest timer",Felt Heavy,Tungt,
workout,workout.ui.addComments,"Workout screens — plan, set logging, session complete, rest timer",Add Comments,Legg til kommentar,
workout,workout.ui.commentPlaceholder,"Workout screens — plan, set logging, session complete, rest timer",Write your thoughts...,Skriv dine tanker...,
workout,workout.ui.listening,"Workout screens — plan, set logging, session complete, rest timer",Listening...,Lytter...,
workout,workout.ui.micPermissionDenied,"Workout screens — plan, set logging, session complete, rest timer",Microphone permission is required to dictate.,Mikrofontilgang kreves for diktering.,
workout,workout.ui.completeSet,"Workout screens — plan, set logging, session complete, rest timer",Complete Set,Fullfør sett,
workout,workout.ui.completeExercise,"Workout screens — plan, set logging, session complete, rest timer",Complete Exercise,Fullfør øvelse,
workout,workout.ui.weightRequired,"Workout screens — plan, set logging, session complete, rest timer",Please enter a weight above 0 to log this set.,Skriv inn en vekt over 0 for å logge dette settet.,
workout,workout.ui.sessionSyncError,"Workout screens — plan, set logging, session complete, rest timer",Workout session is out of sync. Please restart this workout.,Treningsøkten er ute av synk. Start denne økten på nytt.,
workout,workout.ui.exerciseCompleted,"Workout screens — plan, set logging, session complete, rest timer",Exercise Completed,Øvelse fullført,
workout,workout.ui.topSet,"Workout screens — plan, set logging, session complete, rest timer",Top Set,Beste sett,
workout,workout.ui.weightLabel,"Workout screens — plan, set logging, session complete, rest timer",Weight,Vekt,
workout,workout.ui.startingWeightHint,"Workout screens — plan, set logging, session complete, rest timer",Choose starting weight,Velg startvekt,
workout,workout.ui.nextSetHint,"Workout screens — plan, set logging, session complete, rest timer",Next set: {{weight}} {{unit}},Neste sett: {{weight}} {{unit}},
workout,workout.ui.newPR,"Workout screens — plan, set logging, session complete, rest timer",New Personal Record,Ny personlig rekord,
workout,workout.ui.eraPoints,"Workout screens — plan, set logging, session complete, rest timer",+{{count}} ERA Points,+{{count}} ERA-poeng,
workout,workout.ui.previousBest,"Workout screens — plan, set logging, session complete, rest timer",Previous Best: {{value}},Forrige beste: {{value}},
workout,workout.ui.idealSet,"Workout screens — plan, set logging, session complete, rest timer",Ideal Set,Ideelt sett,
workout,workout.ui.reset,"Workout screens — plan, set logging, session complete, rest timer",Reset,Nullstill,
workout,workout.ui.cancel,"Workout screens — plan, set logging, session complete, rest timer",Cancel,Avbryt,
workout,workout.ui.completeSession,"Workout screens — plan, set logging, session complete, rest timer",Complete Session,Fullfør økt,
workout,workout.ui.quitTitle,"Workout screens — plan, set logging, session complete, rest timer",Quit Workout?,Avslutt trening?,
workout,workout.ui.quitMessage,"Workout screens — plan, set logging, session complete, rest timer",Your logged sets are saved.,Dine loggede sett er lagret.,
workout,workout.ui.quitConfirm,"Workout screens — plan, set logging, session complete, rest timer",Quit,Avslutt,
workout,workout.ui.view,"Workout screens — plan, set logging, session complete, rest timer",View,Se,
workout,workout.ui.completed,"Workout screens — plan, set logging, session complete, rest timer",Completed,Fullført,
workout,workout.ui.sessionComplete,"Workout screens — plan, set logging, session complete, rest timer",Session Complete,Økt fullført,
workout,workout.ui.sessionDuration,"Workout screens — plan, set logging, session complete, rest timer",Session Duration,Øktvarighet,
workout,workout.ui.setsLogged,"Workout screens — plan, set logging, session complete, rest timer",Sets Logged,Sett logget,
workout,workout.ui.eraPointsLabel,"Workout screens — plan, set logging, session complete, rest timer",ERA Points,ERA-poeng,
workout,workout.ui.newPRs,"Workout screens — plan, set logging, session complete, rest timer",New PRs,Nye rekorder,
workout,workout.ui.captureProgress,"Workout screens — plan, set logging, session complete, rest timer",Capture Progress,Ta bilde av fremgang,
workout,workout.ui.pointsTitle,"Workout screens — plan, set logging, session complete, rest timer",Points,Poeng,
workout,workout.ui.howToOptimise,"Workout screens — plan, set logging, session complete, rest timer",How to Optimise your points,Slik optimaliserer du poengene dine,
workout,workout.ui.howToOptimiseDesc,"Workout screens — plan, set logging, session complete, rest timer",Learn how to earn more points and rank top on the leaderboard.,Lær hvordan du tjener flere poeng og klatrer på topplisten.,
workout,workout.ui.howToOptimiseSheet.title,"Workout screens — plan, set logging, session complete, rest timer",How to Optimise your Points.,Slik optimaliserer du poengene dine.,
workout,workout.ui.history,"Workout screens — plan, set logging, session complete, rest timer",History,Historikk,
workout,workout.ui.streakAdded,"Workout screens — plan, set logging, session complete, rest timer",Streak Added,Streak lagt til,
workout,workout.ui.photoAdded,"Workout screens — plan, set logging, session complete, rest timer",Photo Added,Bilde lagt til,
workout,workout.ui.workoutCompleted,"Workout screens — plan, set logging, session complete, rest timer",Workout Completed,Trening fullført,
workout,workout.ui.setLogged,"Workout screens — plan, set logging, session complete, rest timer",Set Logged,Sett logget,
workout,workout.ui.cardioCompleted,"Workout screens — plan, set logging, session complete, rest timer",Cardio 4×4 Complete,Kardio 4×4 fullført,
workout,workout.ui.personalRecord,"Workout screens — plan, set logging, session complete, rest timer",New PR,Ny rekord,
workout,workout.ui.bodyWeightLogged,"Workout screens — plan, set logging, session complete, rest timer",Weight Logged,Vekt logget,
workout,workout.ui.sevenDayStreakBonus,"Workout screens — plan, set logging, session complete, rest timer",{{count}}-Day Streak Bonus,{{count}}-dagers streak-bonus,
workout,workout.ui.noPointsYet,"Workout screens — plan, set logging, session complete, rest timer",Log a workout to start earning ERA points.,Logg en økt for å begynne å tjene ERA-poeng.,
workout,workout.ui.today,"Workout screens — plan, set logging, session complete, rest timer",Today,I dag,
workout,workout.ui.yesterday,"Workout screens — plan, set logging, session complete, rest timer",Yesterday,I går,
workout,workout.ui.dayStreak,"Workout screens — plan, set logging, session complete, rest timer",Day Streak,Dagers rekke,
